,__EVENTCASE__,__NOTIFICATION__death_period,__NOTIFICATION__distinct_payload_app_id,__NOTIFICATION__distinct_payload_notification_id,__NOTIFICATION__distinct_payload_notification_type_id,__NOTIFICATION__distinct_payload_pmac_batch_id,__NOTIFICATION__distinct_payload_pmac_campaign_id,__NOTIFICATION__distinct_payload_pmac_request_id,__NOTIFICATION__distinct_payload_profile_id,__NOTIFICATION__entropy_for_hours_of_day,__NOTIFICATION__event_type_sent,__NOTIFICATION__hours_of_day_0,__NOTIFICATION__hours_of_day_1,__NOTIFICATION__hours_of_day_10,__NOTIFICATION__hours_of_day_11,__NOTIFICATION__hours_of_day_12,__NOTIFICATION__hours_of_day_13,__NOTIFICATION__hours_of_day_14,__NOTIFICATION__hours_of_day_15,__NOTIFICATION__hours_of_day_16,__NOTIFICATION__hours_of_day_17,__NOTIFICATION__hours_of_day_18,__NOTIFICATION__hours_of_day_19,__NOTIFICATION__hours_of_day_2,__NOTIFICATION__hours_of_day_20,__NOTIFICATION__hours_of_day_21,__NOTIFICATION__hours_of_day_22,__NOTIFICATION__hours_of_day_23,__NOTIFICATION__hours_of_day_3,__NOTIFICATION__hours_of_day_4,__NOTIFICATION__hours_of_day_5,__NOTIFICATION__hours_of_day_6,__NOTIFICATION__hours_of_day_7,__NOTIFICATION__hours_of_day_8,__NOTIFICATION__hours_of_day_9,__NOTIFICATION__live_period,__NOTIFICATION__locale,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_ARP_SPOOFING_FOUND,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_CONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_DISCONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONNECTED_AT_HOME,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONTINUE_BROWSING_REQ,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DEFAULT_PASSWORD,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DIAMOND_APP_INSTALLED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_GENERIC,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_IDENTIFY,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_INAPPROPRIATE_APP,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_ATTACK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED_ROUTER,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_IN_CLIENT_VERSION,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_PATTERN_UPDATE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RANSOMWARE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RENEW_SUCCESS,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_UNABLE_TO_CONTINUE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_DENIED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEB_THREATS,__NOTIFICATION__rate,__NOTIFICATION__station_final_status,__NOTIFICATION__total_event,__STATIONID__
1262,2488-C594-8346-79F2-D292_2017-08-30 03:44:47,15609.0,4,8,8,1,1,1,1,1.5933239830792982,143,4,4,0,4,4,0,0,0,8,15,20,16,0,23,17,0,4,0,4,0,0,16,0,4,7171797.0,0,16,4,12,0,0,0,3,0,0,0,28,0,0,4,0,0,0,0,0,0,56,0,0,20,0.9978282846412184,1,143,2488-C594-8346-79F2-D292
1265,DEBC-8728-8FEF-4368-BD98_2017-10-30 10:11:11,2227.0,2,7,7,1,1,1,2,1.7764719633802424,45,1,0,6,4,3,2,5,2,0,0,0,0,1,0,0,0,1,1,2,5,3,2,7,0,810806.0,0,0,9,9,4,0,0,0,0,0,0,10,0,0,10,0,0,1,0,0,0,0,0,0,2,0.9972608737898708,1,45,DEBC-8728-8FEF-4368-BD98
1267,F324-E39B-2454-F997-4889_2017-09-04 07:23:25,6228.0,1,2,2,1,1,1,1,0.3767701612564368,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,863766.0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9928413299402064,1,3,F324-E39B-2454-F997-4889
1268,8CAD-FDAA-FF44-8AE9-8897_2017-07-29 00:00:09,2888.0,1,7,7,1,1,1,1,2.4554608908739044,137,3,4,13,10,7,16,8,3,3,1,1,2,4,4,1,2,0,10,5,12,7,5,7,9,7326998.0,0,9,0,13,0,0,9,0,0,0,0,24,0,0,22,0,0,0,0,0,0,0,36,0,24,0.9996059966007655,1,137,8CAD-FDAA-FF44-8AE9-8897
1270,7E88-3529-FC54-5548-DE7B_2017-10-25 00:51:27,11423.0,2,5,5,1,1,1,1,1.7234692233807385,88,8,4,2,0,2,6,2,2,0,0,0,4,4,0,0,2,12,0,10,6,10,10,4,0,4997528.0,0,0,6,4,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,50,0.9977194825822812,1,88,7E88-3529-FC54-5548-DE7B
1271,9E79-FA4F-C948-8D8E-F3D9_2017-09-25 22:04:25,3808535.0,1,6,6,1,1,1,1,1.827719728284528,54,2,4,6,4,6,3,0,0,0,0,0,0,3,1,5,7,1,0,0,1,1,4,3,3,3069173.0,0,0,8,8,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,15,0,17,0.4462493900584323,0,54,9E79-FA4F-C948-8D8E-F3D9
1273,EB9B-CEDD-66C4-CE8B-B269_2017-10-01 16:09:46,9457.0,1,5,5,1,1,1,1,1.9327162775771976,62,0,5,5,1,1,0,1,0,1,3,2,0,7,0,0,2,4,3,6,6,1,5,5,4,3883586.0,0,0,4,3,0,0,0,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,21,0.9975707948769124,1,62,EB9B-CEDD-66C4-CE8B-B269
1275,CBB6-FF67-A5E4-749A-2B6B_2017-06-21 17:00:46,25891.0,3,3,3,1,1,1,1,1.0533373180151842,51,9,3,0,3,0,0,0,0,0,3,0,0,6,0,0,0,3,9,9,0,0,3,0,3,9992921.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,0,0,0.9974157614695236,1,51,CBB6-FF67-A5E4-749A-2B6B
1278,9F68-CF42-B582-43B6-A488_2017-05-10 21:47:59,1269.0,1,2,2,1,1,1,1,0.9365995187176586,13,2,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,1,0,4,0,0,625470.0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.997975233709726,1,13,9F68-CF42-B582-43B6-A488
1280,CCDF-FD7E-9244-5AA4-F944_2017-06-21 11:08:38,221799.0,1,5,5,1,1,1,1,2.2538575896013517,341,0,0,20,21,23,13,6,20,7,15,0,63,0,0,0,0,0,32,15,21,14,26,26,19,5486496.0,0,8,0,39,228,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0,0,0,0,0,0,0.9611444398020776,1,341,CCDF-FD7E-9244-5AA4-F944
1281,3566-597B-ECB4-7828-7CC8_2017-09-11 09:32:51,3931.0,1,5,5,1,1,1,1,1.1877796262219495,23,2,0,3,2,1,0,0,1,0,0,0,0,0,0,1,8,3,1,0,0,0,0,1,0,2155199.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19,0.9981793592789688,1,23,3566-597B-ECB4-7828-7CC8
1282,C5B4-45C8-74E4-353B-54E7_2017-04-28 13:39:29,26055.0,2,6,6,1,1,1,1,2.3370521329038327,266,0,6,18,12,22,26,4,2,4,0,4,4,2,4,12,18,10,6,6,8,12,30,22,34,1684290.0,0,0,0,40,110,0,0,0,0,0,110,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0.9847662313743718,1,266,C5B4-45C8-74E4-353B-54E7
1284,F766-5D7F-3BF4-659B-AE6F_2017-05-06 09:04:27,5386.0,1,7,7,1,1,1,1,1.6987829895138011,60,0,0,16,12,9,4,2,2,1,0,0,0,2,0,0,0,0,1,0,1,3,1,2,4,1827436.0,0,0,0,4,1,0,0,0,0,0,22,18,0,0,2,0,0,0,0,0,0,4,0,0,9,0.997061362205386,0,60,F766-5D7F-3BF4-659B-AE6F
1285,592B-73AA-F444-A948-89BA_2017-10-22 18:57:24,39147.0,1,4,4,1,1,1,1,1.0838225988316328,16,0,0,2,1,3,0,0,0,1,0,0,1,1,0,1,1,1,2,0,0,0,2,0,0,7896701.0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0.9950670678168232,1,16,592B-73AA-F444-A948-89BA
1286,9987-FDB5-947B-4C9F-89B8_2017-07-27 17:34:47,2055.0,1,8,8,1,1,1,1,2.727229735164184,380,8,6,27,43,23,26,27,8,20,5,2,0,4,3,1,3,8,8,28,18,8,41,31,32,3365058.0,0,0,0,14,149,0,0,0,0,0,118,1,68,0,3,0,0,0,0,0,0,17,0,0,10,0.9993896848724708,1,380,9987-FDB5-947B-4C9F-89B8
1287,B784-5A79-56AB-44C9-8FCC_2017-10-11 06:59:53,9429.0,1,10,8,1,1,1,1,2.809678234077784,336,4,2,15,62,19,7,9,7,6,9,7,0,26,1,2,6,5,23,5,32,14,25,20,30,2862792.0,0,0,2,1,127,0,0,0,0,0,23,0,64,33,2,0,0,0,0,0,0,0,7,62,15,0.9967171746185268,1,336,B784-5A79-56AB-44C9-8FCC
1290,775B-6B33-A4B3-5A92-C6B4_2017-05-23 08:52:02,84568.0,1,4,4,1,1,1,1,0.7097131024243333,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,3,0,6734723.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.9875987107750644,1,8,775B-6B33-A4B3-5A92-C6B4
1291,A25C-6773-9776-478A-B3D2_2017-07-30 03:03:18,1301.0,1,5,4,1,1,1,1,2.4413026378076217,164,4,5,11,11,16,13,10,5,5,0,1,0,8,0,0,2,2,4,11,18,13,9,7,9,4368760.0,0,0,0,29,0,0,0,0,0,0,0,119,0,0,12,1,0,0,0,0,0,0,0,0,3,0.999702292485162,1,164,A25C-6773-9776-478A-B3D2
1292,8C92-9456-A624-F46B-62CB_2017-08-24 19:22:07,5466.0,1,6,6,1,1,1,1,1.4553306513560875,31,1,3,2,1,2,3,1,0,0,0,0,1,2,1,0,0,0,0,4,2,2,4,0,2,5471449.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,23,0.9990019929102424,1,31,8C92-9456-A624-F46B-62CB
1293,CE76-D74D-2685-4589-56A4_2017-08-30 10:46:23,2702.0,1,5,5,1,1,1,1,1.3721361080536072,29,2,3,2,3,0,0,0,4,0,0,0,0,3,1,2,3,0,0,0,0,1,0,4,1,1280735.0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,1,0.9978947155177854,1,29,CE76-D74D-2685-4589-56A4
1294,E78F-F777-EFC4-BC6A-7C28_2017-09-07 03:22:30,20264.0,1,7,7,1,1,1,1,2.1968413689435713,118,1,2,11,3,10,9,11,1,1,2,2,1,5,0,0,1,8,2,15,8,2,5,13,5,1374192.0,0,0,3,2,48,0,0,0,0,0,38,6,0,19,0,0,0,0,0,0,0,0,0,0,2,0.9854681682319126,0,118,E78F-F777-EFC4-BC6A-7C28
1295,65A2-C7AD-E9B4-ABC2-4579_2017-04-26 12:47:36,5489.0,1,4,4,1,1,1,1,0.8358948132176883,10,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,5213359.0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0.9989482353193656,1,10,65A2-C7AD-E9B4-ABC2-4579
1296,B8AF-776E-2249-7B5B-3EE2_2017-10-16 09:52:16,6844.0,1,3,3,1,1,1,1,0.7792259517391736,9,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,4739626.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0.998558086325206,1,9,B8AF-776E-2249-7B5B-3EE2
1297,8FC4-3BBF-54BC-DA7C-6C59_2017-08-30 02:43:15,24466.0,2,7,7,1,1,1,1,1.6285381977468898,98,0,4,2,22,2,0,4,4,4,6,0,6,14,0,0,0,0,4,4,4,2,4,10,2,675343.0,0,0,6,4,38,0,0,0,0,0,6,2,0,40,0,0,0,0,0,0,0,0,2,0,0,0.965039032078753,1,98,8FC4-3BBF-54BC-DA7C-6C59
1298,8EE4-B352-DB44-628E-ADFE_2017-10-07 08:17:13,22043.0,1,10,8,1,1,1,1,2.925202764171108,683,2,6,60,39,52,67,30,6,12,18,3,1,6,10,46,10,4,52,31,34,36,40,61,57,4692055.0,0,0,15,14,370,0,0,0,0,0,119,9,3,81,0,0,0,0,0,0,0,0,27,36,9,0.9953240259324264,1,683,8EE4-B352-DB44-628E-ADFE
1299,AA98-AF2B-A974-6238-3757_2017-06-19 17:40:21,1127.0,3,7,6,1,1,1,1,2.9470047701612985,861,59,94,17,19,16,4,15,14,14,17,15,6,107,10,12,8,25,87,74,77,68,64,20,19,8169180.0,0,0,0,48,0,0,0,2,0,0,0,6,0,0,546,2,2,0,0,0,0,0,0,0,255,0.9998620614867958,1,861,AA98-AF2B-A974-6238-3757
1300,4F6C-E7B4-A475-496E-B7F6_2017-10-29 00:46:33,1775.0,1,8,8,2,2,2,1,1.5861426872972249,37,6,0,3,1,1,2,2,0,2,0,1,0,4,0,0,3,0,2,1,0,2,1,2,4,3018894.0,0,1,3,2,0,0,0,0,1,0,0,22,0,0,2,0,0,1,0,0,0,0,0,0,5,0.9994123818266748,1,37,4F6C-E7B4-A475-496E-B7F6
1301,62FE-2943-A43B-9BC3-6629_2017-11-03 04:59:15,2464.0,14,9,9,1,1,1,1,1.6731817316296222,193,13,29,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,35,14,20,20,10,25,12,6031647.0,0,4,6,0,6,0,0,27,0,0,13,65,0,0,21,0,0,3,0,0,0,0,0,0,48,0.999591654843605,1,193,62FE-2943-A43B-9BC3-6629
1302,BDCD-8537-BC24-CD84-746A_2017-09-19 23:33:47,4297.0,1,3,3,1,1,1,1,0.6159905783211985,6,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1113085.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.9961544037759692,1,6,BDCD-8537-BC24-CD84-746A
1305,ED9B-97B6-B7B4-F789-39F6_2017-10-25 09:45:35,1069.0,1,7,7,2,2,2,1,1.163635098246029,20,1,2,3,2,1,0,0,0,1,0,0,0,1,0,2,2,1,1,0,0,1,1,1,0,5278697.0,0,0,2,1,0,0,0,0,1,0,0,4,0,0,7,0,0,1,0,0,0,0,0,0,4,0.9997975289056372,1,20,ED9B-97B6-B7B4-F789-39F6
1306,92E6-F9BA-B5B4-72F8-5B4F_2017-08-29 16:00:39,6163161.0,1,5,5,1,1,1,1,1.608690737676295,44,4,1,5,1,2,11,0,0,3,2,4,2,0,0,0,0,4,0,2,0,0,2,1,0,7936106.0,0,1,1,11,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5628736586093447,0,44,92E6-F9BA-B5B4-72F8-5B4F
1308,6294-F4BF-2C4E-D899-35F5_2017-06-30 05:44:48,3297271.0,9,9,9,1,1,1,1,1.4075546612190628,264,0,45,9,0,0,0,0,0,0,0,0,0,8,9,0,0,0,9,0,17,89,43,9,26,8728343.0,0,0,0,18,0,0,9,8,0,0,27,18,0,0,113,0,8,0,0,0,0,0,45,0,18,0.7258126695235686,1,264,6294-F4BF-2C4E-D899-35F5
1309,43D7-56DC-B6D4-BDAB-F5F5_2017-07-26 15:07:17,4114.0,1,4,4,1,1,1,1,2.510338928043818,289,9,7,53,17,2,0,0,1,0,0,0,1,2,2,14,18,15,14,14,16,20,32,30,22,2091994.0,0,0,0,205,0,0,0,0,0,0,54,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0.9980373148711804,1,289,43D7-56DC-B6D4-BDAB-F5F5
1310,5C6D-B877-344E-DEAD-B35B_2017-06-19 11:49:20,10646.0,1,2,2,1,1,1,1,0.8965413061410984,12,0,0,2,2,1,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,1,1126390.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.9906370598644194,1,12,5C6D-B877-344E-DEAD-B35B
1311,9394-75AE-BF74-9DDB-82B9_2017-05-15 10:35:08,36455.0,2,5,5,1,1,1,1,2.152491312574311,172,16,14,14,14,4,0,6,4,0,0,0,2,6,10,12,16,8,10,2,8,6,2,6,12,1862462.0,0,0,0,72,0,0,0,1,0,0,0,4,0,0,77,0,0,0,0,0,0,0,0,0,18,0.9808022151573764,1,172,9394-75AE-BF74-9DDB-82B9
1312,F632-8BDD-8994-8D92-9724_2017-06-14 23:12:39,1186.0,1,2,2,1,1,1,1,0.5442837329694393,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,8870109.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9998663103864768,1,5,F632-8BDD-8994-8D92-9724
1314,E996-E7F9-FA74-C3D8-FDA5_2017-09-18 23:43:19,26388.0,1,5,5,1,1,1,1,2.303976101724108,110,6,4,5,6,2,4,0,3,0,1,0,0,3,2,10,5,7,7,3,10,7,12,11,2,9891408.0,0,0,6,19,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,76,0.9973393282136476,1,110,E996-E7F9-FA74-C3D8-FDA5
1315,234C-AF7F-B274-2678-8DBB_2017-04-27 10:56:06,1487.0,1,4,4,1,1,1,1,1.1056246048218226,17,0,2,3,2,0,1,1,0,0,3,0,0,1,1,0,0,0,1,0,0,1,0,0,1,3176304.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0.9995320648840657,1,17,234C-AF7F-B274-2678-8DBB
1316,6582-C43D-7E4A-CE96-7548_2017-08-15 09:21:18,18672.0,2,5,5,1,1,1,1,0.7621042220469585,20,0,0,0,6,2,2,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,693882.0,0,0,6,4,0,0,2,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0.9737956702228884,0,20,6582-C43D-7E4A-CE96-7548
1317,82B5-884D-6C34-F2B3-49AB_2017-07-05 01:28:05,1269.0,1,6,6,1,1,1,1,2.2462138366774447,93,10,12,4,2,1,5,6,1,1,1,0,0,3,0,3,2,5,5,5,2,6,9,7,3,7820722.0,0,0,0,12,0,0,2,0,0,0,0,5,0,0,50,0,1,0,0,0,0,0,0,0,23,0.9998377650907552,1,93,82B5-884D-6C34-F2B3-49AB
1319,42BF-846D-3474-FF88-B6DB_2017-09-04 14:43:04,1569.0,1,3,3,1,1,1,1,0.961285752584596,13,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,2,0,1579759.0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.999007795979076,1,13,42BF-846D-3474-FF88-B6DB
1320,DCC8-2C2C-5754-7684-BDDC_2017-07-28 11:31:11,1735.0,3,4,4,1,1,1,1,0.8675632284814612,36,3,0,6,3,0,6,0,0,0,0,0,3,0,0,0,6,0,6,0,0,0,0,0,3,14647047.0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0.9998815601187868,1,36,DCC8-2C2C-5754-7684-BDDC
1322,5A82-EB69-5574-FFEA-D6C8_2017-10-26 12:03:22,30883.0,1,9,9,1,1,1,1,2.694153703984459,630,15,42,40,44,21,18,23,14,12,15,12,15,25,15,12,19,21,28,29,38,40,50,31,51,3165316.0,0,0,0,0,190,0,0,0,0,0,136,3,171,0,6,0,0,1,3,0,0,97,0,0,23,0.990337585363114,1,630,5A82-EB69-5574-FFEA-D6C8
1323,62A6-5387-FF4A-BB98-8FDC_2017-06-23 22:06:02,102842.0,1,6,6,1,1,1,1,2.0947290475276485,117,0,0,8,4,24,2,0,0,2,0,0,1,0,1,1,2,0,20,13,5,10,10,7,7,2479856.0,0,0,0,8,77,0,0,0,0,0,0,5,0,24,2,0,0,0,0,0,0,0,0,0,1,0.9601804004959156,1,117,62A6-5387-FF4A-BB98-8FDC
1325,DF82-37E9-EAF4-2582-DB39_2017-11-06 16:08:06,6158.0,1,3,3,2,2,2,1,0.4563344322932884,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,666946.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908513394661153,1,4,DF82-37E9-EAF4-2582-DB39
1326,F5D7-FC38-3245-E588-6EBB_2017-05-05 21:46:47,14920.0,1,2,2,1,1,1,1,0.5117400734174093,5,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1081561.0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9863928330723468,1,5,F5D7-FC38-3245-E588-6EBB
1327,9CD8-8C73-5BE4-D945-6A84_2017-08-30 08:45:38,13053.0,2,5,5,1,1,1,1,0.5442837329694393,22,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,1279079.0,0,0,8,6,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0.989898090907121,1,22,9CD8-8C73-5BE4-D945-6A84
1328,B983-6C62-47C4-943A-7559_2017-05-09 06:19:34,2779.0,1,3,3,1,1,1,1,0.8358948132176883,10,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,3,1,0,0,4243469.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9993455398742608,0,10,B983-6C62-47C4-943A-7559
1330,2D73-A99B-24D4-44AA-28A3_2017-05-29 11:02:14,1596.0,3,4,4,1,1,1,2,1.442132671442974,69,0,12,2,6,0,2,0,0,0,0,0,0,12,0,0,0,0,2,4,1,22,4,2,0,1060747.0,0,0,0,52,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,2,0.9984976603601662,1,69,2D73-A99B-24D4-44AA-28A3
1331,9394-75AE-BF74-9DDB-82B9_2017-06-20 09:36:24,1465.0,2,4,4,1,1,1,1,1.851943505009632,122,2,10,10,16,22,0,0,4,0,2,2,0,2,16,2,6,8,0,2,2,4,6,0,6,2609067.0,0,0,0,68,0,0,0,0,0,0,0,2,0,0,16,0,0,0,0,0,0,0,0,0,36,0.9994388117058132,1,122,9394-75AE-BF74-9DDB-82B9
1332,49D8-7595-54B9-B76A-CD3F_2017-07-10 18:03:45,2444.0,2,5,5,1,1,1,1,1.2455418912686116,42,2,0,2,0,2,8,10,6,0,0,2,0,0,0,0,0,4,4,0,0,0,0,2,0,1833403.0,0,0,0,28,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,8,0.9986687343771022,1,42,49D8-7595-54B9-B76A-CD3F
1333,4C89-DD53-F9C4-66A2-AAB4_2017-10-19 04:07:33,2609.0,2,3,3,1,1,1,1,0.7781325481710262,12,0,0,0,0,2,0,0,2,0,2,0,2,0,0,1,0,2,0,0,0,1,0,0,0,1181710.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0.9977970462350092,1,12,4C89-DD53-F9C4-66A2-AAB4
1334,8483-BABD-694F-4DAC-B6F8_2017-04-22 04:53:35,6211.0,1,2,2,1,1,1,1,0.7097131024243333,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,5,1,2922715.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9978794274761466,1,11,8483-BABD-694F-4DAC-B6F8
1335,6A7B-5EBE-64BF-EBC4-22DC_2017-10-30 15:30:11,9550.0,2,6,6,1,1,1,1,1.654432933144541,156,2,0,4,0,50,18,2,2,0,2,2,0,0,0,2,2,0,4,22,0,2,28,10,4,1770370.0,0,0,2,0,64,0,0,0,0,0,0,10,0,76,2,0,0,2,0,0,0,0,0,0,0,0.994634590318666,1,156,6A7B-5EBE-64BF-EBC4-22DC
1337,94D4-D5F7-3347-8E8F-A687_2017-08-06 23:24:46,10141.0,1,4,4,1,1,1,1,0.918343312131288,17,0,0,1,1,0,5,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,5827641.0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.99826286764391,1,17,94D4-D5F7-3347-8E8F-A687
1338,8FED-2BE4-E839-474C-9245_2017-07-10 12:53:16,38055.0,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1402850.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.973589514922913,1,1,8FED-2BE4-E839-474C-9245
1339,997B-35C9-9D49-6E98-ABEC_2017-06-04 04:22:39,1780.0,1,4,4,1,1,1,1,1.2223576364458604,25,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,9,0,0,2,3,1,1642185.0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,7,0.998917251887966,1,25,997B-35C9-9D49-6E98-ABEC
1341,9959-65E3-E742-DCBB-5BFC_2017-10-20 19:43:48,3075.0,1,4,4,1,1,1,1,1.8661017580759156,80,7,6,6,3,3,1,0,2,2,1,2,0,2,5,2,3,7,2,1,6,2,7,5,5,9380602.0,0,0,9,21,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,36,0.9996723032985896,1,80,9959-65E3-E742-DCBB-5BFC
1342,C3B5-D438-EA7D-472A-5AE3_2017-09-04 19:13:35,48293.0,1,5,5,1,1,1,1,1.8025710372757568,64,0,1,3,4,8,12,7,3,0,1,0,0,3,0,0,0,1,1,4,3,3,5,1,4,4690462.0,0,0,4,6,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,46,0.98980892660625,0,64,C3B5-D438-EA7D-472A-5AE3
