,__EVENTCASE__,__SECURITYWARNING__death_period,__SECURITYWARNING__distinct_payload_cat_id,__SECURITYWARNING__distinct_payload_device_id,__SECURITYWARNING__distinct_payload_dip,__SECURITYWARNING__distinct_payload_dport,__SECURITYWARNING__distinct_payload_profile_id,__SECURITYWARNING__distinct_payload_rule_category,__SECURITYWARNING__distinct_payload_rule_severity,__SECURITYWARNING__distinct_payload_sip,__SECURITYWARNING__distinct_payload_url,__SECURITYWARNING__entropy_for_hours_of_day,__SECURITYWARNING__event_type_network_attack_prevented,__SECURITYWARNING__event_type_weak_password_detected,__SECURITYWARNING__event_type_web_threat_blocked,__SECURITYWARNING__hours_of_day_0,__SECURITYWARNING__hours_of_day_1,__SECURITYWARNING__hours_of_day_10,__SECURITYWARNING__hours_of_day_11,__SECURITYWARNING__hours_of_day_12,__SECURITYWARNING__hours_of_day_13,__SECURITYWARNING__hours_of_day_14,__SECURITYWARNING__hours_of_day_15,__SECURITYWARNING__hours_of_day_16,__SECURITYWARNING__hours_of_day_17,__SECURITYWARNING__hours_of_day_18,__SECURITYWARNING__hours_of_day_19,__SECURITYWARNING__hours_of_day_2,__SECURITYWARNING__hours_of_day_20,__SECURITYWARNING__hours_of_day_21,__SECURITYWARNING__hours_of_day_22,__SECURITYWARNING__hours_of_day_23,__SECURITYWARNING__hours_of_day_3,__SECURITYWARNING__hours_of_day_4,__SECURITYWARNING__hours_of_day_5,__SECURITYWARNING__hours_of_day_6,__SECURITYWARNING__hours_of_day_7,__SECURITYWARNING__hours_of_day_8,__SECURITYWARNING__hours_of_day_9,__SECURITYWARNING__live_period,__SECURITYWARNING__locale,__SECURITYWARNING__payload_rule_category_Access Control,__SECURITYWARNING__payload_rule_category_Backdoor/Trojan,__SECURITYWARNING__payload_rule_category_Buffer Overflow,__SECURITYWARNING__payload_rule_category_DoS/DDoS,__SECURITYWARNING__payload_rule_category_Misc,__SECURITYWARNING__payload_rule_category_Scan,__SECURITYWARNING__payload_rule_category_Virus/Worm,__SECURITYWARNING__payload_rule_category_Web Attack,__SECURITYWARNING__rate,__SECURITYWARNING__station_final_status,__SECURITYWARNING__total_event,__STATIONID__
1321,CC95-BDE3-D34A-48FB-8A62_2017-07-28 23:12:18,20574.0,10,6,6,1,1,4,3,19,23,2.087085294603742,25,0,57,2,4,5,7,6,6,3,10,4,1,0,0,1,3,0,0,2,0,0,3,10,6,5,4,6777270.0,0,0,0,1,0,1,0,0,23,0.996973452171012,1,82,CC95-BDE3-D34A-48FB-8A62
1322,CC2D-3E58-46B4-92C6-8A5A_2017-09-08 00:06:33,1586.0,1,1,1,1,1,1,1,1,2,0.1732052067491771,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943003.0,0,0,0,0,0,0,0,0,0,0.9983209628738,1,3,CC2D-3E58-46B4-92C6-8A5A
1323,A2BD-3CBD-8BF4-26B9-2F9F_2017-04-17 07:58:07,229284.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2675547.0,0,0,0,0,0,0,0,0,0,0.9210680414798658,1,3,A2BD-3CBD-8BF4-26B9-2F9F
1324,B983-6C62-47C4-943A-7559_2017-07-13 14:15:31,1110.0,2,2,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4916749.0,0,0,0,0,0,0,0,0,0,0.9997742920242324,0,2,B983-6C62-47C4-943A-7559
1325,8EE4-B352-DB44-628E-ADFE_2017-05-27 18:10:00,14882.0,3,2,2,1,1,2,2,2,4,0.7214636866925115,2,0,6,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,3013009.0,0,2,0,0,0,0,0,0,0,0.9950850278296016,1,8,8EE4-B352-DB44-628E-ADFE
1326,8FC4-3BBF-54BC-DA7C-6C59_2017-10-26 06:00:29,102720.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,681867.0,0,0,0,1,0,0,0,0,0,0.8690776166314252,1,1,8FC4-3BBF-54BC-DA7C-6C59
1327,24AB-FD4E-9B94-45A8-DB26_2017-07-02 04:15:08,1317.0,2,3,2,1,1,2,2,3,1,0.5117400734174093,2,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1100565.0,0,0,0,0,0,0,0,0,2,0.998804772198838,0,5,24AB-FD4E-9B94-45A8-DB26
1328,9669-E84D-EA4B-248F-D75C_2017-04-23 18:38:28,11900.0,1,1,1,1,1,1,1,1,4,0.4505612088663046,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1461693.0,0,0,0,0,0,0,0,0,0,0.9919245001842436,1,4,9669-E84D-EA4B-248F-D75C
1329,42BF-846D-3474-FF88-B6DB_2017-07-17 14:42:52,2402.0,3,7,1,1,1,1,1,1,6,1.929832049700449,0,0,98,1,5,2,10,9,2,8,1,0,0,0,0,1,0,4,0,0,0,1,0,0,21,19,14,3841171.0,0,0,0,0,0,0,0,0,0,0.9993750606531996,1,98,42BF-846D-3474-FF88-B6DB
1330,A523-A6B2-5FB4-A7E9-8832_2017-10-08 04:33:30,1057.0,7,5,6,3,1,4,3,5,11,1.7481554572476756,27,0,24,4,0,5,6,2,0,0,0,0,0,0,1,5,1,2,0,2,3,2,5,1,4,4,4,3125086.0,0,2,0,23,0,0,0,0,2,0.9996618836694292,1,51,A523-A6B2-5FB4-A7E9-8832
1331,D6C2-DDDC-F9C4-5D59-C8B2_2017-07-21 07:14:27,2441.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800674.0,0,0,0,0,0,0,0,0,0,0.996960584723234,0,1,D6C2-DDDC-F9C4-5D59-C8B2
1332,63E4-4B49-3BBE-4232-8834_2017-07-16 13:52:37,66767.0,4,5,3,1,1,3,2,3,5,0.8675632284814612,3,0,9,2,0,1,1,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,2,10234428.0,0,2,0,0,0,1,0,0,0,0.993518518967945,1,12,63E4-4B49-3BBE-4232-8834
1334,8E58-E995-C588-428D-BECF_2017-10-01 05:57:46,1501.0,2,3,2,2,1,2,2,6,2,1.0556698482148017,20,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,8,3,1,2,4927974.0,0,0,0,20,0,0,0,0,0,0.9996955050994274,1,22,8E58-E995-C588-428D-BECF
1336,DF82-37E9-EAF4-2582-DB39_2017-09-04 21:15:57,2940.0,6,4,4,3,1,3,3,3,9,0.961285752584596,3,0,11,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,2,7994704.0,0,1,0,2,0,0,0,0,0,0.9996323917393672,1,14,DF82-37E9-EAF4-2582-DB39
1338,CBC8-DC64-7F44-9CA8-6EC2_2017-07-13 00:32:28,105452.0,6,4,4,1,1,4,3,4,6,0.7232545110011122,3,0,6,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,10511857.0,0,1,0,0,0,1,0,0,1,0.9900679164560436,1,9,CBC8-DC64-7F44-9CA8-6EC2
1339,DEAB-94A4-9DC5-458B-9372_2017-08-27 16:00:12,3432.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732347.0,0,0,0,0,0,0,0,0,0,0.9953355559210034,1,1,DEAB-94A4-9DC5-458B-9372
1340,88BF-39AC-A74C-7846-EF2F_2017-10-23 11:19:49,87427.0,6,5,6,3,1,3,2,9,13,1.7623137103139592,17,0,32,0,3,4,2,2,2,11,1,1,0,1,0,1,0,1,0,0,8,0,0,3,3,1,5,10544830.0,0,0,0,9,0,0,0,0,8,0.9917771927446826,1,49,88BF-39AC-A74C-7846-EF2F
1341,C88C-435C-2344-23B7-A4F9_2017-07-29 07:26:31,12204.0,3,1,1,1,1,1,1,1,3,0.4505612088663046,0,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,977984.0,0,0,0,0,0,0,0,0,0,0.9876750677649092,0,4,C88C-435C-2344-23B7-A4F9
1342,42F9-5A9E-35D5-4AE5-B9DB_2017-06-14 03:36:40,2112.0,4,2,1,1,1,1,1,1,12,1.05938459334224,0,0,17,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,3,1,1618105.0,0,0,0,0,0,0,0,0,0,0.9986964709048232,1,17,42F9-5A9E-35D5-4AE5-B9DB
1343,EFEB-9A23-348B-F8BF-E743_2017-08-07 21:23:24,54676.0,7,4,3,1,1,3,3,3,8,0.945456540845766,2,2,9,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,3,1,8232177.0,0,1,0,0,0,0,0,0,1,0.9934020791728778,0,13,EFEB-9A23-348B-F8BF-E743
1344,B8C4-894E-A446-4395-492F_2017-08-01 01:40:09,7886.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,796426.0,0,0,0,0,0,0,0,0,0,0.9901953470792428,1,1,B8C4-894E-A446-4395-492F
1345,6EF7-E744-A647-2ABD-48F5_2017-07-26 09:08:38,7720.0,3,4,1,1,1,1,1,1,4,0.97610557717795,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0,1,4,0,5,0,0,0,1348873.0,0,0,0,0,0,0,0,0,0,0.994309273304521,0,16,6EF7-E744-A647-2ABD-48F5
1346,E6E5-6A2E-2D42-F9A3-3F66_2017-11-04 10:00:32,8115.0,5,4,3,3,1,3,2,3,9,1.4298983731002697,12,0,20,3,1,0,3,7,6,0,0,0,0,0,0,1,0,2,3,0,0,0,2,1,2,1,0,18564234.0,0,10,0,2,0,0,0,0,0,0.9995630601169512,1,32,E6E5-6A2E-2D42-F9A3-3F66
1347,AD83-9D2A-DF94-AD88-4A64_2017-07-01 16:16:28,30569.0,3,3,1,1,1,1,1,1,4,1.8030334944175903,0,0,70,1,0,1,4,6,11,8,6,5,4,5,5,3,5,1,1,1,0,0,0,1,1,0,1,1866273.0,0,0,0,0,0,0,0,0,0,0.9838842665862524,1,70,AD83-9D2A-DF94-AD88-4A64
1349,D24C-A5DD-5649-FB8B-9522_2017-09-13 04:01:28,59292.0,1,2,1,2,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4115239.0,0,0,0,0,0,0,0,0,0,0.9857967278240358,1,2,D24C-A5DD-5649-FB8B-9522
1350,775B-6B33-A4B3-5A92-C6B4_2017-05-23 08:52:02,84568.0,3,2,1,1,1,1,1,1,3,0.5660857389596289,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,6734723.0,0,0,0,0,0,0,0,0,0,0.9875987107750644,1,6,775B-6B33-A4B3-5A92-C6B4
1351,E44A-EEF4-5D4A-BD83-E9E7_2017-09-05 16:04:38,5607.0,4,4,1,3,1,1,1,1,4,1.3481959185755508,0,0,77,0,0,0,26,6,13,0,0,0,0,0,0,1,0,0,0,10,1,1,0,0,3,0,16,6493515.0,0,0,0,0,0,0,0,0,0,0.9991372680802114,1,77,E44A-EEF4-5D4A-BD83-E9E7
1352,F427-AE39-79E4-4B5A-4DE3_2017-06-02 12:08:33,4989.0,2,1,1,1,1,1,1,1,3,0.2868359830561607,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14860822.0,0,0,0,0,0,0,0,0,0,0.999664397724416,1,4,F427-AE39-79E4-4B5A-4DE3
1354,EE2B-687D-E649-EB8C-8754_2017-07-08 22:18:27,1535.0,7,7,3,1,1,3,3,3,19,2.7301139630409317,282,0,101,13,89,7,1,6,7,4,2,0,20,10,6,60,13,15,38,10,37,5,4,22,3,4,7,7847481.0,0,0,0,0,0,0,275,0,7,0.9998044340844764,1,383,EE2B-687D-E649-EB8C-8754
1355,7886-764A-3374-FA69-AED2_2017-09-05 08:04:30,3657.0,3,3,3,2,1,3,3,3,3,0.5442837329694393,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3713867.0,0,0,0,1,0,0,2,0,0,0.999016280728786,1,5,7886-764A-3374-FA69-AED2
1357,23B4-64F3-AAD4-449A-83D6_2017-08-21 02:46:53,13832.0,4,3,5,2,1,3,3,4,3,1.1345725477245825,56,0,3,0,0,0,0,12,13,0,0,1,0,0,0,0,1,0,13,16,0,0,0,2,0,0,1,915479.0,0,55,0,1,0,0,0,0,0,0.9851158546493048,1,59,23B4-64F3-AAD4-449A-83D6
1359,65FC-EDF4-852E-4B49-BF5F_2017-07-07 21:31:57,992.0,6,6,1,1,1,1,1,1,7,0.9525127468791601,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,5,4,1,3,3753632.0,0,0,0,0,0,0,0,0,0,0.9997357924521868,0,18,65FC-EDF4-852E-4B49-BF5F
1361,9987-FDB5-947B-4C9F-89B8_2017-09-19 08:30:38,4292.0,4,4,3,2,1,3,2,3,4,0.8947504818324978,2,0,16,0,0,1,0,0,8,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1491886.0,0,1,0,0,0,0,0,0,1,0.9971313573652332,1,18,9987-FDB5-947B-4C9F-89B8
1362,F54C-6F6D-2694-DD9A-96CE_2017-10-22 20:21:56,17872.0,2,2,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4372972.0,0,0,0,0,0,0,0,0,0,0.9959297119187108,1,2,F54C-6F6D-2694-DD9A-96CE
1364,7FAA-4D43-FDA4-C6AA-9AFD_2017-10-17 23:31:00,43144.0,3,2,1,1,1,1,1,1,3,0.8947504818324978,0,0,14,0,0,0,3,0,0,5,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2813948.0,0,0,0,0,0,0,0,0,0,0.9848993312080956,1,14,7FAA-4D43-FDA4-C6AA-9AFD
1365,F6A8-97EA-F94D-4FA3-8B49_2017-07-21 20:11:41,27299.0,2,2,1,1,1,1,1,1,2,0.5442837329694393,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6732580.0,0,0,0,0,0,0,0,0,0,0.9959616141058146,1,5,F6A8-97EA-F94D-4FA3-8B49
1366,95AC-4C5B-FF44-DF5A-C659_2017-08-26 02:56:33,23851.0,3,4,2,3,1,2,2,2,4,0.6159905783211985,1,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2126219.0,0,0,0,1,0,0,0,0,0,0.9889068727994904,1,6,95AC-4C5B-FF44-DF5A-C659
1367,F552-5945-684F-4987-99F7_2017-05-29 19:02:30,1112.0,2,11,8,1,1,2,2,13,1,2.224411830687256,153,0,0,4,8,8,4,3,5,0,2,3,4,2,12,8,7,12,14,7,0,8,7,8,8,9,10,3160497.0,0,29,0,124,0,0,0,0,0,0.999648280353453,1,153,F552-5945-684F-4987-99F7
1368,CBFF-2C3F-5EE4-5429-B6A2_2017-08-11 13:19:29,35254.0,2,1,1,1,1,2,2,2,1,0.3767701612564368,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,896206.0,0,0,0,2,0,0,0,0,1,0.9621518905803792,1,3,CBFF-2C3F-5EE4-5429-B6A2
1369,EADD-25EB-F363-4FAB-CE5C_2017-05-29 07:19:23,12545.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3230965.0,0,0,0,0,0,0,0,0,0,0.996132276453595,1,2,EADD-25EB-F363-4FAB-CE5C
1371,8FC4-3BBF-54BC-DA7C-6C59_2017-09-25 04:14:02,283379.0,1,1,1,1,1,1,1,1,1,0.3445982481028228,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,957798.0,0,0,0,3,0,0,0,0,0,0.7716852632622099,1,3,8FC4-3BBF-54BC-DA7C-6C59
1372,BDC4-3A4C-2C4F-348C-485F_2017-08-01 17:00:16,26520.0,2,1,1,2,1,1,1,1,7,0.97610557717795,0,0,22,2,3,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,1,2,0,0,0,0,0,1342430.0,0,0,0,0,0,0,0,0,0,0.9806274882208992,1,22,BDC4-3A4C-2C4F-348C-485F
1373,E8F5-BE46-FE83-42CF-ABE4_2017-09-15 04:50:14,707947.0,8,5,4,3,1,3,3,18,5,2.831480240067973,635,0,11,26,25,36,34,50,37,25,26,15,31,15,14,35,9,16,17,10,24,37,28,35,28,33,40,7786487.0,0,0,0,0,615,0,0,0,20,0.9166575430452458,1,646,E8F5-BE46-FE83-42CF-ABE4
1374,676B-DBD9-CEE4-B483-6762_2017-08-17 01:20:46,1122.0,3,3,3,2,1,3,2,11,2,1.4421326714429736,43,0,1,0,2,0,2,5,0,0,0,0,5,0,0,0,15,1,2,0,3,0,6,2,0,0,1,8785225.0,0,0,0,2,0,0,0,0,41,0.999872301879268,1,44,676B-DBD9-CEE4-B483-6762
1375,49E2-9F92-DEB7-4555-9A3B_2017-07-08 21:17:06,1726.0,5,8,4,1,1,3,4,4,5,1.4562909245092568,27,0,10,0,2,1,3,6,3,4,1,0,0,0,0,11,0,0,3,2,1,0,0,0,0,0,0,8320148.0,0,0,0,5,0,0,22,0,0,0.9997925947929516,1,37,49E2-9F92-DEB7-4555-9A3B
1376,CB4B-6A7C-8A46-BE84-29D8_2017-10-02 16:20:41,1388.0,3,4,5,2,1,3,2,9,2,1.6249871742304454,74,0,1,4,0,0,10,19,5,5,9,5,0,0,0,0,1,10,3,3,0,1,0,0,0,0,0,5057650.0,0,0,0,59,0,0,0,0,15,0.9997256395385842,1,75,CB4B-6A7C-8A46-BE84-29D8
1377,D94F-A322-FE47-FB83-B3E9_2017-10-07 10:00:57,83135.0,6,5,4,2,1,4,3,10,2,1.7106429007118635,724,1,1,0,2,0,0,2,0,0,1,0,174,180,6,1,1,2,0,0,0,0,1,97,177,82,0,1623556.0,0,1,0,722,0,0,0,0,1,0.9512887804529351,1,726,D94F-A322-FE47-FB83-B3E9
1378,D32C-92B9-CF84-886B-AE97_2017-08-09 02:08:25,43347.0,2,2,1,1,1,1,1,1,3,0.4563344322932884,0,0,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2291710.0,0,0,0,0,0,0,0,0,0,0.981436427461942,1,4,D32C-92B9-CF84-886B-AE97
1379,865B-4FF6-3794-DB29-7DA8_2017-07-30 01:53:20,1063.0,1,4,1,1,1,1,1,1,3,0.857035247680807,0,0,14,1,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,1,0,13189267.0,0,0,0,0,0,0,0,0,0,0.9999194106591724,1,14,865B-4FF6-3794-DB29-7DA8
1380,932D-FD3D-D4FF-6A9A-569A_2017-07-19 06:21:37,1280.0,4,5,2,1,1,2,2,3,9,1.4780929304994463,6,0,30,0,2,4,5,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,3,1,7,3,4,15047678.0,0,0,0,0,0,0,0,0,6,0.9999149442772052,0,36,932D-FD3D-D4FF-6A9A-569A
1381,3322-88EB-E6F4-FDEB-DDBF_2017-08-20 22:33:17,12641.0,6,6,3,3,1,3,3,3,9,1.2904336535288885,43,0,27,0,2,0,0,0,0,0,0,0,0,0,0,0,1,42,1,0,1,0,3,6,7,7,0,3244655.0,0,0,0,0,0,1,42,0,0,0.9961191736949911,1,70,3322-88EB-E6F4-FDEB-DDBF
1383,42AF-998D-FFE4-3CC8-B926_2017-08-08 11:36:19,1088.0,11,7,4,1,1,3,3,4,28,2.106003072717184,3,0,86,2,3,3,8,6,9,6,1,3,1,0,0,6,0,4,1,2,6,5,0,5,4,6,8,17970584.0,0,1,0,0,0,0,0,0,2,0.9999394602794888,1,89,42AF-998D-FFE4-3CC8-B926
1384,AC75-CB49-854D-C594-BE6E_2017-05-17 17:55:55,1677.0,4,4,1,1,1,1,1,1,8,1.4960504354597186,0,3,34,6,4,0,1,1,1,1,0,0,0,1,0,4,1,2,1,1,3,0,4,1,1,2,2,3249824.0,0,0,0,0,0,0,0,0,0,0.9994842382026023,1,37,AC75-CB49-854D-C594-BE6E
1385,A2BD-3CBD-8BF4-26B9-2F9F_2017-10-13 23:50:20,2044.0,1,2,1,1,1,1,1,1,1,0.5140966973399506,0,0,10,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3073791.0,0,0,0,0,0,0,0,0,0,0.999335465003812,1,10,A2BD-3CBD-8BF4-26B9-2F9F
1386,67A7-9B72-DF34-BFAF-C72C_2017-09-19 12:07:21,2161.0,7,5,7,2,1,3,3,4,5,0.9401453181214776,32,0,8,0,0,0,0,4,0,30,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,2400080.0,0,30,0,2,0,0,0,0,0,0.9991004233130648,1,40,67A7-9B72-DF34-BFAF-C72C
1387,AFC5-792E-576C-4766-98FA_2017-05-18 02:04:31,2972.0,5,5,1,1,1,1,1,1,8,1.2326713884822262,0,0,22,1,3,0,0,0,0,0,0,4,0,0,1,1,2,3,2,5,0,0,0,0,0,0,0,4035901.0,0,0,0,0,0,0,0,0,0,0.9992641511629604,1,22,AFC5-792E-576C-4766-98FA
1388,3429-DC72-55A4-32A8-6B32_2017-10-02 17:59:28,1904.0,3,4,3,2,1,3,2,3,2,0.5623351446188083,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6705152.0,0,1,0,0,0,0,0,0,1,0.9997161198594436,1,6,3429-DC72-55A4-32A8-6B32
1389,2322-DCCD-3A4F-B6B5-5EEA_2017-08-24 13:49:57,29678.0,18,9,3,3,1,4,3,26,14,2.3806561448842114,112,0,131,1,1,26,14,17,2,2,0,0,2,1,1,2,2,3,6,6,42,10,5,41,17,10,32,2906743.0,0,39,0,14,0,0,0,0,59,0.9898931386201092,1,243,2322-DCCD-3A4F-B6B5-5EEA
1390,F568-344C-5C43-F8D2-6523_2017-05-28 00:28:25,17579.0,4,1,1,1,1,1,1,1,9,1.5733163646283497,0,0,37,3,0,2,2,8,4,0,2,0,0,0,0,1,0,0,0,3,0,1,0,6,3,1,1,13374072.0,0,0,0,0,0,0,0,0,0,0.9986873164481362,1,37,F568-344C-5C43-F8D2-6523
1391,5C72-5484-3674-55A7-92E8_2017-09-29 14:41:59,2953.0,3,2,2,2,1,2,2,2,8,1.2124658600888871,1,0,22,3,3,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0,2,1,1,2,0,4,0,1469874.0,0,0,0,1,0,0,0,0,0,0.9979950123130552,0,23,5C72-5484-3674-55A7-92E8
1392,5C8C-F2E9-4F47-EBBD-EDCB_2017-05-24 07:10:45,6819.0,5,5,4,1,1,3,2,5,12,1.1877796262219495,6,0,64,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,3,1,1,0,0,1,55,0,2,4514573.0,0,0,0,3,0,0,0,0,3,0.9984918361424976,1,70,5C8C-F2E9-4F47-EBBD-EDCB
1393,D283-AC3B-B84D-7783-ABCE_2017-10-27 23:50:42,2706.0,17,3,7,1,1,5,3,63,3,2.5927874269574187,222,0,2,15,1,8,5,18,9,23,26,5,9,0,4,7,7,13,6,8,4,7,17,3,15,5,9,18121155.0,0,31,4,102,0,0,0,0,85,0.9998506940656852,1,224,D283-AC3B-B84D-7783-ABCE
1394,EC98-FAFC-D348-6CAA-464B_2017-10-19 04:07:25,1904.0,4,5,3,3,1,2,2,3,8,0.97610557717795,3,0,15,0,1,0,1,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1049810.0,0,0,0,3,0,0,0,0,0,0.9981896218934044,1,18,EC98-FAFC-D348-6CAA-464B
1395,95FE-3DFC-B9AE-43FC-AB3C_2017-05-25 12:26:26,17502.0,2,2,2,1,1,2,1,3,1,0.3767701612564368,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2028712.0,0,1,0,2,0,0,0,0,0,0.9914466424332938,0,3,95FE-3DFC-B9AE-43FC-AB3C
1397,B88B-ECDE-C245-EAA9-6AAA_2017-10-29 23:33:35,6762.0,3,2,2,2,1,2,2,2,3,0.3445982481028228,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,619964.0,0,1,0,0,0,0,0,0,0,0.9892105960180366,1,10,B88B-ECDE-C245-EAA9-6AAA
1399,E996-E7F9-FA74-C3D8-FDA5_2017-09-18 23:43:19,26388.0,9,9,2,3,1,2,2,2,29,2.106003072717184,1,0,102,4,5,4,6,2,5,0,0,0,1,0,0,3,1,4,5,6,1,3,18,5,14,14,2,9891408.0,0,0,0,1,0,0,0,0,0,0.9973393282136476,1,103,E996-E7F9-FA74-C3D8-FDA5
1400,F3FA-C3C5-2DF4-FBD8-DD32_2017-08-28 05:46:50,17411.0,5,5,3,3,1,2,2,6,7,1.7481554572476758,42,0,30,0,0,2,10,3,17,0,1,2,0,0,1,2,2,1,0,1,3,1,14,1,0,0,11,12740093.0,0,0,0,42,0,0,0,0,0,0.9986352346038848,1,72,F3FA-C3C5-2DF4-FBD8-DD32
1401,6ABC-F46E-7644-3EBC-6258_2017-08-26 21:50:31,5383.0,1,1,1,1,1,1,1,1,1,0.2868359830561607,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2566617.0,0,0,0,0,0,0,0,0,0,0.9979070762052876,1,2,6ABC-F46E-7644-3EBC-6258
1402,24AB-FD4E-9B94-45A8-DB26_2017-07-28 18:33:14,6152.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,607705.0,0,0,0,1,0,0,0,0,0,0.989978121940452,0,1,24AB-FD4E-9B94-45A8-DB26
1403,6CB5-655D-C884-8338-6CA2_2017-10-29 17:50:17,1166.0,3,5,2,3,1,2,2,3,5,1.326608141349649,14,0,17,0,3,0,0,0,0,0,3,0,0,0,0,2,0,6,0,2,2,0,4,3,3,1,2,1839565.0,0,0,0,14,0,0,0,0,0,0.9993665560041092,0,31,6CB5-655D-C884-8338-6CA2
1404,E5DA-8EB5-78A4-4ADA-3F8A_2017-07-16 00:54:58,5175.0,2,2,2,1,1,2,2,2,1,0.4563344322932884,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,1514577.0,0,0,0,0,0,0,0,0,7,0.996594839157968,0,8,E5DA-8EB5-78A4-4ADA-3F8A
